t,x,ts
2.8535671,0.08,0.5768189
2.8635795,0.08,0.5765323
2.8735921,0.08,0.5765869
2.8836045,0.08,0.5769715
2.8936172,0.08,0.57767504
2.9036295,0.08,0.5786864
2.9136422,0.08,0.5799934
2.9236546,0.08,0.5815796
2.9336672,0.08,0.58343166
2.9436796,0.08,0.58553165
2.9536922,0.08,0.5878617
2.9637046,0.08,0.5904049
2.9737172,0.08,0.5931441
2.9837296,0.08,0.5960569
2.9937422,0.08,0.5991258
3.0037546,0.08,0.6023287
3.0137672,0.08,0.6056468
3.0237796,0.08,0.6090583
3.0337923,0.08,0.61254257
3.043805,0.08,0.6160783
3.0538175,0.08,0.6196453
3.06383,0.08,0.62322444
3.0738425,0.08,0.6267933
3.083855,0.08,0.63033384
3.0938675,0.08,0.6338274
3.10388,0.08,0.63725513
3.1138926,0.08,0.64059895
3.123905,0.08,0.6438442
3.1339176,0.08,0.64697427
3.14393,0.08,0.6499745
3.1539426,0.08,0.6528322
3.163955,0.08,0.65553445
3.1739676,0.08,0.65807074
3.18398,0.08,0.6604319
3.1939926,0.08,0.6626106
3.204005,0.08,0.66459805
3.2140176,0.08,0.66639084
3.22403,0.08,0.66798455
3.2340426,0.08,0.6693787
3.244055,0.08,0.67057186
3.2540677,0.08,0.6715664
3.26408,0.08,0.67236394
3.2740927,0.08,0.6729688
3.2841053,0.08,0.6733902
3.294118,0.08,0.67363137
3.3041303,0.08,0.67370695
3.314143,0.08,0.6736236
3.3241553,0.08,0.67339796
3.334168,0.08,0.6730426
3.3441803,0.08,0.6725728
3.354193,0.08,0.67200655
3.3642054,0.08,0.67136484
3.374218,0.08,0.6706638
3.3842304,0.08,0.6699262
3.394243,0.08,0.6691751
3.4042554,0.08,0.66843325
3.414268,0.08,0.66772443
3.4242804,0.08,0.6670732
3.434293,0.08,0.66650397
3.4443054,0.08,0.6660426
3.454318,0.08,0.6657174
3.4643304,0.08,0.6655485
3.474343,0.08,0.66556317
3.4843554,0.08,0.6657885
3.494368,0.08,0.66624624
3.5043805,0.08,0.6669598
3.514393,0.08,0.66795367
3.5244055,0.08,0.66924924
3.534418,0.08,0.67086643
3.5444305,0.08,0.6728242
3.5544431,0.08,0.6751391
3.5644555,0.08,0.67783016
3.5744681,0.08,0.6809104
3.5844805,0.08,0.68439466
3.5944932,0.08,0.68829495
3.6045058,0.08,0.6926189
3.6145184,0.08,0.69737726
3.6245308,0.08,0.70257694
3.6345434,0.08,0.7082233
3.6445558,0.08,0.7143199
3.6545684,0.08,0.7208684
3.6645808,0.08,0.7278704
3.6745934,0.08,0.73532623
3.6846058,0.08,0.7432322
3.6946185,0.08,0.75158894
3.7046309,0.08,0.7603854
3.7146435,0.08,0.7696219
3.7246559,0.08,0.77929074
3.7346685,0.08,0.78938025
3.744681,0.08,0.7998881
3.7546935,0.08,0.81079835
3.764706,0.08,0.8221064
3.7747185,0.08,0.8337956
3.784731,0.08,0.8458566
3.7947435,0.08,0.858277
3.804756,0.08,0.87104195
3.8147686,0.08,0.8841365
3.824781,0.08,0.8975473
3.8347936,0.08,0.911261
3.8448062,0.08,0.9252545
3.8548188,0.08,0.93951994
3.8648312,0.08,0.95403606
3.8748438,0.08,0.9687869
3.8848562,0.08,0.9837546
3.8948689,0.08,0.99892277
3.9048812,0.08,1.0142708
3.9148939,0.08,1.0297801
3.9249063,0.08,1.0454357
3.9349189,0.08,1.0612147
3.9449313,0.08,1.0771005
3.954944,0.08,1.0930734
3.9649563,0.08,1.1091115
3.974969,0.08,1.1252005
3.9849813,0.08,1.1413176
3.994994,0.08,1.157443
4.005006,0.08,1.1735609
4.0150185,0.08,1.18965
4.025031,0.08,1.2056885
4.0350432,0.08,1.2216606
4.045056,0.08,1.2375494
4.0550685,0.08,1.2533321
4.065081,0.08,1.2689915
4.0750933,0.08,1.2845109
4.0851064,0.08,1.2998713
4.095119,0.08,1.3150585
4.1051316,0.08,1.330051
4.115144,0.08,1.3448339
4.1251564,0.08,1.3593926
4.135169,0.08,1.3737142
4.1451817,0.08,1.3877814
4.155194,0.08,1.4015763
4.1652064,0.08,1.4150915
4.175219,0.08,1.4283116
4.1852317,0.08,1.4412246
4.195244,0.08,1.45382
4.2052565,0.08,1.4660873
4.215269,0.08,1.4780152
4.2252817,0.08,1.4895971
4.235294,0.08,1.5008261
4.2453065,0.08,1.5116937
4.255319,0.08,1.5221934
4.2653317,0.08,1.5323215
4.275344,0.08,1.5420728
4.2853565,0.08,1.5514483
4.295369,0.08,1.5604434
4.305382,0.08,1.5690591
4.315394,0.08,1.5772972
4.325407,0.08,1.5851579
4.3354197,0.08,1.5926473
4.3454323,0.08,1.5997674
4.3554444,0.08,1.6065259
4.365457,0.08,1.6129317
4.3754697,0.08,1.6189895
4.3854823,0.08,1.6247153
4.3954945,0.08,1.6301172
4.405507,0.08,1.6352084
4.4155197,0.08,1.6400051
4.4255323,0.08,1.6445231
4.4355445,0.08,1.6487756
4.445557,0.08,1.6527863
4.4555697,0.08,1.6565697
4.4655824,0.08,1.6601524
4.4755945,0.08,1.6635504
4.485607,0.08,1.6667893
4.49562,0.08,1.6698911
4.5056324,0.08,1.6728826
4.5156446,0.08,1.6757824
4.525657,0.08,1.678623
4.53567,0.08,1.6814227
4.5456824,0.08,1.6842084
4.5556946,0.08,1.6870046
4.565707,0.08,1.6898332
4.57572,0.08,1.6927187
4.5857325,0.08,1.6956813
4.5957446,0.08,1.6987431
4.605757,0.08,1.7019222
4.61577,0.08,1.7052314
4.6257825,0.08,1.7086887
4.6357946,0.08,1.7123082
4.6458073,0.08,1.7160921
4.65582,0.08,1.7200549
4.6658325,0.08,1.7241979
4.6758447,0.08,1.7285194
4.6858573,0.08,1.7330205
4.69587,0.08,1.7376928
4.7058825,0.08,1.7425327
4.7158947,0.08,1.7475228
4.7259073,0.08,1.752651
4.73592,0.08,1.7578993
4.7459326,0.08,1.7632477
4.7559447,0.08,1.7686763
4.7659574,0.08,1.774153
4.77597,0.08,1.7796521
4.7859826,0.08,1.7851503
4.7959948,0.08,1.7906065
4.8060074,0.08,1.7959957
4.81602,0.08,1.8012824
4.8260326,0.08,1.8064313
4.836045,0.08,1.8114069
4.8460574,0.08,1.8161781
4.85607,0.08,1.8207066
4.8660827,0.08,1.824959
4.876095,0.08,1.8289046
4.8861074,0.08,1.8325107
4.89612,0.08,1.835748
4.9061327,0.08,1.8385835
4.916145,0.08,1.8409934
4.9261575,0.08,1.8429501
4.93617,0.08,1.8444364
4.9461827,0.08,1.8454247
4.956195,0.08,1.8459022
4.9662075,0.08,1.8458505
4.97622,0.08,1.845257
4.9862328,0.08,1.8441157
4.996245,0.08,1.8424144
5.0062575,0.08,1.8401515
5.01627,0.08,1.8373241
5.026283,0.08,1.8339343
5.036295,0.08,1.8299868
5.0463076,0.08,1.8254838
5.05632,0.08,1.8204391
5.066333,0.08,1.814861
5.076345,0.08,1.8087661
5.0863576,0.08,1.8021667
5.09637,0.08,1.7950845
5.106383,0.08,1.7875357
5.116395,0.08,1.7795441
5.1264076,0.08,1.7711306
5.1364202,0.08,1.7623196
5.146433,0.08,1.7531369
5.156445,0.08,1.7436087
5.1664577,0.08,1.7337592
5.1764703,0.08,1.7236154
5.186483,0.08,1.7132075
5.196495,0.08,1.7025609
5.206508,0.08,1.6917026
5.216521,0.08,1.6806569
5.2265334,0.08,1.6694553
5.2365456,0.08,1.6581178
5.246558,0.08,1.646673
5.256571,0.08,1.6351414
5.2665834,0.08,1.6235483
5.2765956,0.08,1.611912
5.286608,0.08,1.6002569
5.296621,0.08,1.5885985
5.3066335,0.08,1.5769571
5.3166456,0.08,1.5653476
5.3266582,0.08,1.5537848
5.336671,0.08,1.5422826
5.3466835,0.08,1.5308545
5.3566957,0.08,1.5195109
5.3667083,0.08,1.5082592
5.376721,0.08,1.4971089
5.3867335,0.08,1.4860691
5.3967457,0.08,1.4751406
5.4067583,0.08,1.4643316
5.416771,0.08,1.4536471
5.4267836,0.08,1.4430861
5.4367957,0.08,1.4326526
5.446809,0.08,1.422343
5.4568214,0.08,1.4121635
5.466834,0.08,1.4021094
5.476846,0.08,1.3921793
5.486859,0.08,1.3823725
5.4968715,0.08,1.3726835
5.506884,0.08,1.3631123
5.5168962,0.08,1.3536527
5.526909,0.08,1.3443022
5.5369215,0.08,1.3350556
5.546934,0.08,1.325911
5.5569463,0.08,1.3168586
5.566959,0.08,1.3078978
5.5769715,0.08,1.2990209
5.586984,0.08,1.2902251
5.5969963,0.08,1.2815049
5.607009,0.08,1.2728572
5.6170216,0.08,1.2642701
5.627034,0.08,1.2557482
5.6370463,0.08,1.2472807
5.647059,0.08,1.2388645
5.6570716,0.08,1.230495
5.667084,0.08,1.2221695
5.6770964,0.08,1.2138826
5.687109,0.08,1.2056311
5.6971216,0.08,1.1974092
5.7071342,0.08,1.1892169
5.7171464,0.08,1.1810517
5.727159,0.08,1.1729078
5.7371716,0.08,1.164783
5.7471843,0.08,1.1566762
5.7571964,0.08,1.1485856
5.767209,0.08,1.1405087
5.7772217,0.08,1.1324434
5.7872343,0.08,1.1243904
5.7972465,0.08,1.1163456
5.807259,0.08,1.1083124
5.8172717,0.08,1.1002862
5.8272843,0.08,1.092269
5.8372965,0.08,1.0842615
5.847309,0.08,1.0762603
5.8573217,0.08,1.0682685
5.8673344,0.08,1.0602865
5.8773465,0.08,1.0523136
5.887359,0.08,1.0443517
5.897372,0.08,1.0364021
5.9073844,0.08,1.0284642
5.9173965,0.08,1.0205412
5.927409,0.08,1.012634
5.937422,0.08,1.0047443
5.9474344,0.08,0.9968716
5.9574466,0.08,0.9890211
5.967459,0.08,0.9811929
5.977472,0.08,0.9733889
5.9874845,0.08,0.9656108
5.9974966,0.08,0.95786196
6.007509,0.08,0.9501426
6.017522,0.08,0.94245577
6.0275345,0.08,0.93480223
6.0375466,0.08,0.9271867
6.0475593,0.08,0.91961104
6.057572,0.08,0.9120742
6.0675845,0.08,0.9045816
6.0775967,0.08,0.8971358
6.0876093,0.08,0.8897359
6.097622,0.08,0.8823848
6.1076345,0.08,0.8750868
6.1176467,0.08,0.86784124
6.1276593,0.08,0.8606527
6.137672,0.08,0.8535212
6.1476846,0.08,0.84644955
6.1576967,0.08,0.8394393
6.1677094,0.08,0.83249336
6.177722,0.08,0.8256117
6.1877346,0.08,0.8187973
6.1977468,0.08,0.81205136
6.2077594,0.08,0.8053757
6.217772,0.08,0.79877216
6.2277846,0.08,0.7922417
6.237797,0.08,0.7857862
6.24781,0.08,0.77940655
6.2578225,0.08,0.7731042
6.267835,0.08,0.7668805
6.2778473,0.08,0.7607364
6.28786,0.08,0.7546731
6.2978725,0.08,0.74869317
6.307885,0.08,0.74279535
6.3178973,0.08,0.73698217
6.32791,0.08,0.7312537
6.3379226,0.08,0.7256093
6.347935,0.08,0.7200538
6.3579473,0.08,0.714583
6.36796,0.08,0.7092018
6.3779726,0.08,0.7039084
6.387985,0.08,0.6987027
6.3979974,0.08,0.6935884
6.40801,0.08,0.6885639
6.4180226,0.08,0.6836287
6.4280353,0.08,0.6787844
6.4380474,0.08,0.6740314
6.44806,0.08,0.66936916
6.4580727,0.08,0.66479737
6.4680853,0.08,0.6603179
6.4780974,0.08,0.6559307
6.48811,0.08,0.65163463
6.4981227,0.08,0.6474309
6.5081353,0.08,0.6433178
6.5181475,0.08,0.6392982
6.52816,0.08,0.63536954
6.5381727,0.08,0.6315334
6.5481853,0.08,0.62778807
6.5581975,0.08,0.6241344
6.56821,0.08,0.6205735
6.5782228,0.08,0.61710155
6.5882354,0.08,0.6137223
6.5982475,0.08,0.61043334
6.60826,0.08,0.6072365
6.618273,0.08,0.60412806
6.6282854,0.08,0.60111177
6.6382976,0.08,0.5981836
6.6483107,0.08,0.59534585
6.6583233,0.08,0.5925963
6.668336,0.08,0.5899383
6.678348,0.08,0.5873667
6.6883607,0.08,0.5848845
6.6983733,0.08,0.58248883
6.708386,0.08,0.5801815
6.718398,0.08,0.57796144
6.7284107,0.08,0.5758283
6.7384233,0.08,0.5737814
6.748436,0.08,0.57181996
6.758448,0.08,0.5699459
6.7684608,0.08,0.5681553
6.7784734,0.08,0.5664488
6.788486,0.08,0.5648277
6.798498,0.08,0.56329143
6.808511,0.08,0.56183827
6.8185234,0.08,0.56046546
6.828536,0.08,0.5591786
6.838548,0.08,0.5579704
6.848561,0.08,0.5568461
6.8585734,0.08,0.5558041
6.868586,0.08,0.5548407
6.878598,0.08,0.55395883
6.888611,0.08,0.553157
6.8986235,0.08,0.5524334
6.908636,0.08,0.55178916
6.9186482,0.08,0.55122554
6.928661,0.08,0.5507363
6.9386735,0.08,0.5503273
6.948686,0.08,0.549994
6.9586983,0.08,0.54973876
6.968711,0.08,0.54955894
6.9787235,0.08,0.5494543
6.988736,0.08,0.5494245
6.9987483,0.08,0.5494727
7.008761,0.08,0.5495932
7.0187736,0.08,0.5497869
7.028786,0.08,0.55005527
7.0387983,0.08,0.5503954
7.048811,0.08,0.5508097
7.0588236,0.08,0.55129457
7.068836,0.08,0.551851
7.0788484,0.08,0.5524801
7.088861,0.08,0.55317885
7.0988736,0.08,0.55394834
7.1088862,0.08,0.554787
7.1188984,0.08,0.5556954
7.128911,0.08,0.55667293
7.1389236,0.08,0.5577183
7.1489363,0.08,0.55883205
7.1589484,0.08,0.5600126
7.168961,0.08,0.5612602
7.1789737,0.08,0.56257474
7.1889863,0.08,0.56395507
7.1989985,0.08,0.56540155
7.209011,0.08,0.5669123
7.2190237,0.08,0.5684893
7.2290363,0.08,0.57013065
7.2390485,0.08,0.57183456
7.249061,0.08,0.5736016
7.2590737,0.08,0.57543063
7.2690864,0.08,0.5773252
7.2790985,0.08,0.57927823
7.289111,0.08,0.5812952
7.299124,0.08,0.5833727
7.3091364,0.08,0.5855092
7.3191485,0.08,0.5877074
7.329161,0.08,0.5899648
7.339174,0.08,0.592281
7.3491864,0.08,0.5946551
7.3591986,0.08,0.5970888
7.3692117,0.08,0.59957916
7.3792243,0.08,0.6021259
7.389237,0.08,0.60473067
7.399249,0.08,0.60739076
7.4092617,0.08,0.6101073
7.4192743,0.08,0.6128787
7.429287,0.08,0.6157038
7.439299,0.08,0.6185851
7.4493117,0.08,0.62151784
7.4593244,0.08,0.62450546
7.469337,0.08,0.62754565
7.479349,0.08,0.6306375
7.489362,0.08,0.6337805
7.4993744,0.08,0.63697565
7.509387,0.08,0.6402197
7.519399,0.08,0.64351714
7.529412,0.08,0.646863
7.5394244,0.08,0.65025616
7.549437,0.08,0.6537006
7.559449,0.08,0.65719175
7.569462,0.08,0.66073036
7.5794744,0.08,0.6643148
7.589487,0.08,0.6679468
7.599499,0.08,0.671627
7.609512,0.08,0.6753495
7.6195245,0.08,0.6791187
7.629537,0.08,0.68293333
7.6395493,0.08,0.6867885
7.649562,0.08,0.6906904
7.6595745,0.08,0.6946329
7.669587,0.08,0.69861853
7.6795993,0.08,0.7026459
7.689612,0.08,0.70671296
7.6996245,0.08,0.71082383
7.709637,0.08,0.7149729
7.7196493,0.08,0.71916056
7.729662,0.08,0.7233883
7.7396746,0.08,0.7276554
7.749687,0.08,0.7319591
7.7596993,0.08,0.73630077
7.769712,0.08,0.7406796
7.7797246,0.08,0.7450938
7.789737,0.08,0.74954355
7.7997494,0.08,0.7540295
7.809762,0.08,0.75855005
7.8197746,0.08,0.76310474
7.8297873,0.08,0.7676922
7.8397994,0.08,0.77231205
7.8498125,0.08,0.77696466
7.859825,0.08,0.78164965
7.8698378,0.08,0.7863652
7.87985,0.08,0.79111135
7.8898625,0.08,0.7958888
7.899875,0.08,0.8006964
7.909888,0.08,0.80553
7.9199,0.08,0.8103939
7.9299126,0.08,0.81528544
7.939925,0.08,0.82020605
7.949938,0.08,0.8251518
7.95995,0.08,0.830123
7.9699626,0.08,0.8351214
7.979975,0.08,0.84014446
7.989988,0.08,0.8451928
8.0,0.08,0.85026276
0.0,0.099999994,0.9284474
0.010012516,0.099999994,0.95483536
0.020025032,0.099999994,0.9807369
0.030037548,0.099999994,1.0061457
0.040050063,0.099999994,1.0310576
0.05006258,0.099999994,1.0554745
0.060075097,0.099999994,1.0793941
0.07008761,0.099999994,1.1028156
0.08010013,0.099999994,1.125741
0.09011264,0.099999994,1.1481767
0.10012516,0.099999994,1.1701229
0.11013767,0.099999994,1.1915832
0.12015019,0.099999994,1.2125654
0.1301627,0.099999994,1.233074
0.14017522,0.099999994,1.2531154
0.15018773,0.099999994,1.2726982
0.16020025,0.099999994,1.2918277
0.17021278,0.099999994,1.3105125
0.18022528,0.099999994,1.3287606
0.1902378,0.099999994,1.3465807
0.20025031,0.099999994,1.3639827
0.21026284,0.099999994,1.3809731
0.22027534,0.099999994,1.3975613
0.23028786,0.099999994,1.4137585
0.24030039,0.099999994,1.4295723
0.2503129,0.099999994,1.4450142
0.26032543,0.099999994,1.4600894
0.27033794,0.099999994,1.4748111
0.28035045,0.099999994,1.489186
0.29036295,0.099999994,1.5032258
0.3003755,0.099999994,1.5169373
0.310388,0.099999994,1.5303309
0.3204005,0.099999994,1.5434144
0.330413,0.099999994,1.5561957
0.34042555,0.099999994,1.5686855
0.35043806,0.099999994,1.5808892
0.36045057,0.099999994,1.5928152
0.37046307,0.099999994,1.6044719
0.3804756,0.099999994,1.6158657
0.39048812,0.099999994,1.627002
0.40050063,0.099999994,1.6378872
0.41051313,0.099999994,1.6485288
0.42052567,0.099999994,1.6589293
0.43053818,0.099999994,1.6690953
0.44055068,0.099999994,1.6790309
0.4505632,0.099999994,1.6887381
0.46057573,0.099999994,1.6982193
0.47058824,0.099999994,1.7074795
0.48060077,0.099999994,1.7165177
0.49061328,0.099999994,1.7253346
0.5006258,0.099999994,1.7339311
0.5106383,0.099999994,1.7423067
0.52065086,0.099999994,1.7504594
0.5306634,0.099999994,1.758388
0.5406759,0.099999994,1.7660887
0.5506884,0.099999994,1.7735562
0.5607009,0.099999994,1.780788
0.5707134,0.099999994,1.787777
0.5807259,0.099999994,1.7945194
0.5907384,0.099999994,1.8010063
0.600751,0.099999994,1.8072298
0.6107635,0.099999994,1.8131824
0.620776,0.099999994,1.8188546
0.6307885,0.099999994,1.8242373
0.640801,0.099999994,1.8293216
0.6508135,0.099999994,1.8340931
0.660826,0.099999994,1.8385456
0.67083853,0.099999994,1.8426654
0.6808511,0.099999994,1.8464403
0.6908636,0.099999994,1.8498607
0.7008761,0.099999994,1.8529174
0.7108886,0.099999994,1.8555984
0.72090113,0.099999994,1.8578937
0.73091364,0.099999994,1.8597941
0.74092615,0.099999994,1.8612928
0.75093865,0.099999994,1.8623803
0.7609512,0.099999994,1.863055
0.7709637,0.099999994,1.8633082
0.78097624,0.099999994,1.8631399
0.79098874,0.099999994,1.8625491
0.80100125,0.099999994,1.8615336
0.81101376,0.099999994,1.8601046
0.82102627,0.099999994,1.8582582
0.8310388,0.099999994,1.8560085
0.84105134,0.099999994,1.8533609
0.85106385,0.099999994,1.8503289
0.86107635,0.099999994,1.8469255
0.87108886,0.099999994,1.8431704
0.88110137,0.099999994,1.8390753
0.8911139,0.099999994,1.834662
0.9011264,0.099999994,1.829951
0.9111389,0.099999994,1.824965
0.92115146,0.099999994,1.8197253
0.93116397,0.099999994,1.814255
0.9411765,0.099999994,1.8085792
0.951189,0.099999994,1.8027232
0.96120155,0.099999994,1.7967088
0.97121406,0.099999994,1.7905629
0.98122656,0.099999994,1.7843056
0.9912391,0.099999994,1.7779598
1.0012516,0.099999994,1.7715504
1.0112641,0.099999994,1.765094
1.0212766,0.099999994,1.7586136
1.0312891,0.099999994,1.7521243
1.0413016,0.099999994,1.7456446
1.0513141,0.099999994,1.739187
1.0613266,0.099999994,1.732768
1.0713391,0.099999994,1.7263975
1.0813516,0.099999994,1.7200866
1.0913641,0.099999994,1.7138453
1.1013767,0.099999994,1.7076783
1.1113892,0.099999994,1.7015913
1.1214018,0.099999994,1.6955898
1.1314143,0.099999994,1.689676
1.1414268,0.099999994,1.6838486
1.1514393,0.099999994,1.678112
1.1614518,0.099999994,1.6724617
1.1714643,0.099999994,1.6668954
1.1814768,0.099999994,1.6614103
1.1914895,0.099999994,1.6560001
1.2015018,0.099999994,1.6506615
1.2115144,0.099999994,1.645385
1.2215269,0.099999994,1.640163
1.2315394,0.099999994,1.634989
1.2415519,0.099999994,1.6298494
1.2515644,0.099999994,1.6247389
1.2615769,0.099999994,1.6196454
1.2715895,0.099999994,1.6145558
1.281602,0.099999994,1.6094573
1.2916145,0.099999994,1.6043386
1.301627,0.099999994,1.5991877
1.3116395,0.099999994,1.5939884
1.321652,0.099999994,1.5887308
1.3316646,0.099999994,1.583395
1.3416771,0.099999994,1.5779701
1.3516896,0.099999994,1.5724423
1.3617022,0.099999994,1.5667963
1.3717147,0.099999994,1.5610161
1.3817272,0.099999994,1.5550892
1.3917397,0.099999994,1.549001
1.4017522,0.099999994,1.5427384
1.4117647,0.099999994,1.5362866
1.4217772,0.099999994,1.529635
1.4317899,0.099999994,1.5227664
1.4418023,0.099999994,1.5156744
1.4518148,0.099999994,1.5083461
1.4618273,0.099999994,1.5007725
1.4718398,0.099999994,1.4929453
1.4818523,0.099999994,1.4848533
1.4918648,0.099999994,1.4764955
1.5018773,0.099999994,1.4678639
1.5118899,0.099999994,1.4589567
1.5219024,0.099999994,1.449769
1.531915,0.099999994,1.4403021
1.5419275,0.099999994,1.430557
1.55194,0.099999994,1.4205358
1.5619525,0.099999994,1.4102437
1.571965,0.099999994,1.3996894
1.5819775,0.099999994,1.3888769
1.59199,0.099999994,1.3778176
1.6020025,0.099999994,1.3665245
1.612015,0.099999994,1.3550115
1.6220275,0.099999994,1.3432927
1.63204,0.099999994,1.3313866
1.6420525,0.099999994,1.3193116
1.652065,0.099999994,1.3070867
1.6620775,0.099999994,1.2947378
1.67209,0.099999994,1.2822855
1.6821027,0.099999994,1.2697536
1.6921152,0.099999994,1.2571697
1.7021277,0.099999994,1.2445593
1.7121402,0.099999994,1.2319506
1.7221527,0.099999994,1.2193701
1.7321652,0.099999994,1.2068479
1.7421777,0.099999994,1.1944096
1.7521904,0.099999994,1.1820865
1.7622027,0.099999994,1.1699009
1.7722152,0.099999994,1.1578858
1.7822278,0.099999994,1.1460643
1.7922403,0.099999994,1.1344635
1.8022528,0.099999994,1.123107
1.8122653,0.099999994,1.1120152
1.8222778,0.099999994,1.1012111
1.8322904,0.099999994,1.0907154
1.8423029,0.099999994,1.0805442
1.8523154,0.099999994,1.0707135
1.8623279,0.099999994,1.061234
1.8723404,0.099999994,1.0521226
1.882353,0.099999994,1.0433819
1.8923655,0.099999994,1.0350215
1.902378,0.099999994,1.0270479
1.9123905,0.099999994,1.0194604
1.9224031,0.099999994,1.0122609
1.9324156,0.099999994,1.005446
1.9424281,0.099999994,0.9990129
1.9524406,0.099999994,0.99295574
1.9624531,0.099999994,0.9872654
1.9724656,0.099999994,0.981934
1.9824781,0.099999994,0.97695047
1.9924908,0.099999994,0.97229856
2.0025032,0.099999994,0.96796995
2.0125158,0.099999994,0.9639476
2.0225282,0.099999994,0.96021277
2.0325408,0.099999994,0.9567533
2.0425532,0.099999994,0.95354825
2.0525658,0.099999994,0.9505802
2.0625782,0.099999994,0.9478285
2.0725908,0.099999994,0.9452773
2.0826032,0.099999994,0.94290537
2.0926158,0.099999994,0.94069177
2.1026282,0.099999994,0.9386191
2.1126409,0.099999994,0.93666667
2.1226532,0.099999994,0.9348149
2.1326659,0.099999994,0.93304294
2.1426783,0.099999994,0.93133146
2.152691,0.099999994,0.9296624
2.1627035,0.099999994,0.9280186
2.1727161,0.099999994,0.9263782
2.1827285,0.099999994,0.924725
2.1927412,0.099999994,0.92304105
2.2027535,0.099999994,0.92131144
2.2127662,0.099999994,0.919516
2.2227786,0.099999994,0.9176423
2.2327912,0.099999994,0.9156737
2.2428036,0.099999994,0.9135943
2.2528162,0.099999994,0.9113924
2.2628286,0.099999994,0.90905505
2.2728412,0.099999994,0.90656894
2.2828536,0.099999994,0.9039224
2.2928662,0.099999994,0.90110475
2.3028786,0.099999994,0.8981065
2.3128912,0.099999994,0.8949191
2.3229036,0.099999994,0.8915326
2.3329163,0.099999994,0.88794106
2.3429286,0.099999994,0.8841407
2.3529413,0.099999994,0.8801231
2.3629537,0.099999994,0.8758877
2.3729663,0.099999994,0.8714275
2.3829787,0.099999994,0.86674494
2.3929913,0.099999994,0.86183685
2.4030037,0.099999994,0.85670525
2.4130163,0.099999994,0.8513512
2.4230287,0.099999994,0.84577936
2.4330413,0.099999994,0.83999354
2.4430537,0.099999994,0.8339992
2.4530663,0.099999994,0.82780296
2.4630787,0.099999994,0.8214137
2.4730914,0.099999994,0.81483895
2.483104,0.099999994,0.8080922
2.4931166,0.099999994,0.8011827
2.503129,0.099999994,0.7941248
2.5131416,0.099999994,0.7869324
2.523154,0.099999994,0.7796195
2.5331666,0.099999994,0.77220315
2.543179,0.099999994,0.76469916
2.5531917,0.099999994,0.75712484
2.563204,0.099999994,0.7495002
2.5732167,0.099999994,0.7418434
2.583229,0.099999994,0.7341735
2.5932417,0.099999994,0.7265107
2.603254,0.099999994,0.7188763
2.6132667,0.099999994,0.71128887
2.623279,0.099999994,0.7037696
2.6332917,0.099999994,0.6963393
2.643304,0.099999994,0.6890182
2.6533167,0.099999994,0.6818251
2.6633291,0.099999994,0.6747822
2.6733418,0.099999994,0.66790766
2.6833541,0.099999994,0.6612174
2.6933668,0.099999994,0.65473026
2.7033792,0.099999994,0.64846414
2.7133918,0.099999994,0.6424348
2.7234044,0.099999994,0.6366555
2.733417,0.099999994,0.63113946
2.7434294,0.099999994,0.62590164
2.753442,0.099999994,0.6209516
2.7634544,0.099999994,0.6162986
2.773467,0.099999994,0.6119506
2.7834795,0.099999994,0.6079158
2.793492,0.099999994,0.6041989
2.8035045,0.099999994,0.60080284
2.813517,0.099999994,0.59773034
2.8235295,0.099999994,0.59498304
2.833542,0.099999994,0.5925574
2.8435545,0.099999994,0.590455
2.8535671,0.099999994,0.58866924
2.8635795,0.099999994,0.5871965
2.8735921,0.099999994,0.5860266
2.8836045,0.099999994,0.5851564
2.8936172,0.099999994,0.58457345
2.9036295,0.099999994,0.58426684
2.9136422,0.099999994,0.5842261
2.9236546,0.099999994,0.58443874
2.9336672,0.099999994,0.5848891
2.9436796,0.099999994,0.5855617
2.9536922,0.099999994,0.5864417
2.9637046,0.099999994,0.5875122
2.9737172,0.099999994,0.5887584
2.9837296,0.099999994,0.5901579
2.9937422,0.099999994,0.5916957
3.0037546,0.099999994,0.59335154
3.0137672,0.099999994,0.5951082
3.0237796,0.099999994,0.59694403
3.0337923,0.099999994,0.5988433
3.043805,0.099999994,0.6007835
3.0538175,0.099999994,0.60274833
3.06383,0.099999994,0.6047191
3.0738425,0.099999994,0.606677
3.083855,0.099999994,0.6086039
3.0938675,0.099999994,0.61048585
3.10388,0.099999994,0.6123044
3.1138926,0.099999994,0.61404485
3.123905,0.099999994,0.61569196
3.1339176,0.099999994,0.61723465
3.14393,0.099999994,0.6186586
3.1539426,0.099999994,0.6199536
3.163955,0.099999994,0.62110966
3.1739676,0.099999994,0.6221191
3.18398,0.099999994,0.6229734
3.1939926,0.099999994,0.6236686
3.204005,0.099999994,0.62419945
3.2140176,0.099999994,0.62456304
3.22403,0.099999994,0.62475926
3.2340426,0.099999994,0.6247892
3.244055,0.099999994,0.6246533
3.2540677,0.099999994,0.62435704
3.26408,0.099999994,0.6239056
3.2740927,0.099999994,0.62330705
3.2841053,0.099999994,0.6225675
3.294118,0.099999994,0.6217012
3.3041303,0.099999994,0.6207188
3.314143,0.099999994,0.61963576
3.3241553,0.099999994,0.6184656
3.334168,0.099999994,0.6172268
3.3441803,0.099999994,0.615935
3.354193,0.099999994,0.61461514
3.3642054,0.099999994,0.61328524
3.374218,0.099999994,0.61196595
